Customer ID,Customer Name,Customer Age,Gender,Location,Annual Income ($),Purchase History,Loyalty Points,Last Purchase Date,Customer Feedback,Preferred Contact Method,Marital Status,Number of Dependents,Membership Start Date
bbe23117-cce4-47c4-9d0d-6d585a7d6ace,Peter Kelly,25,Male,Johnmouth,24162.4,18,2482,2023-04-17,Very Dissatisfied,Email,Divorced,4,2015-11-29
a9934fe1-3c9c-4cd7-b241-1d2897120d17,Joseph Joseph,61,Female,West Adam,21469.19,40,8107,2023-11-20,Dissatisfied,Email,Married,0,2014-11-03
81e815ac-b990-4f45-9cdc-4e7f42b63232,Douglas Gordon,45,Female,Lake Richardview,20635.82,49,5407,2023-08-26,Very Dissatisfied,SMS,Divorced,4,2016-02-28
1aa34c23-dba4-4ba8-8281-ca2727b3ceab,Ryan Montoya,36,Female,Sarahshire,67124.43,20,5485,2023-09-24,Very Dissatisfied,SMS,Divorced,5,2016-06-27
0ec1aa46-9e07-4f8a-8abd-8444bc229afd,Leah Acosta,46,Female,East Ashley,99205.43,42,748,2023-05-22,Very Satisfied,SMS,Single,3,2021-08-30
17c274f6-60c1-4426-a552-347c488174ea,Daniel Dixon,30,Male,Lake Juan,74096.2,49,2749,2024-07-20,Satisfied,Email,Divorced,5,2016-06-05
0f872d39-2c1c-4733-93a3-4a0a634d7d1a,Steve Cooley,62,Female,Port Matthewchester,114271.74,26,6751,2023-09-16,Neutral,Email,Widowed,4,2016-05-26
7be4b254-c037-42ee-85bf-62b24f683324,Terry Miller,45,Female,East Erinport,33474.48,44,7198,2023-08-05,Dissatisfied,Email,Widowed,4,2015-12-16
67d31470-f151-4b41-afa9-8d3d0b5476ef,Kim Mendez,58,Male,East Josephhaven,108909.82,15,6512,2024-02-17,Very Satisfied,Phone,Divorced,4,2015-01-14
1d0ea099-c53b-4e25-ad69-c4a064a80411,Kelli Hernandez,56,Female,Whitneyberg,64626.27,48,1118,2023-11-18,Neutral,SMS,Widowed,4,2015-06-12
4fd8b686-fb94-4399-b349-27a06347165f,Lisa Brown,25,Female,North Joseburgh,41469.45,32,7474,2022-12-19,Dissatisfied,Email,Married,5,2021-12-26
a8b3a06d-064a-4639-9748-f7a26a6536ed,Eric Diaz,21,Female,New Kelli,78911.46,25,7550,2024-02-19,,Email,Married,2,2016-05-06
e99a8957-73cc-4fa2-b66a-1846abb00e77,Miguel Sanchez,70,Female,Rebeccashire,57739.54,19,8633,2024-08-16,Satisfied,In-Person,Divorced,0,2016-09-14
2010842d-3c8c-488a-84eb-a399008d29b2,Janet Huffman,18,Male,Fosterland,77834.49,24,1493,2022-09-13,Neutral,In-Person,Divorced,4,2022-06-17
a7934089-1fef-4920-a238-82412b6d16e7,Ronnie Stephens,65,Female,Tranmouth,74906.67,8,2910,2024-03-12,Very Dissatisfied,In-Person,Divorced,4,2018-08-13
6f45cc8e-d932-4d8a-94ca-41f876b2230a,Donald Vasquez,75,Female,Maldonadostad,45397.06,8,6131,2023-08-31,Very Satisfied,Phone,Single,3,2015-07-14
3a851ee8-6174-4ac2-acf8-a5d17d5aec31,Kimberly Morales,54,Female,Nicholasville,82700.51,31,1639,2024-03-13,Very Dissatisfied,In-Person,Divorced,0,2017-10-19
a8e45d36-831b-4c4c-b68b-fe71af1e7261,Charles Miranda,62,Female,Anthonyville,74486.76,43,6285,2024-08-07,Satisfied,In-Person,Divorced,5,2019-08-27
eb0acf47-6641-4c8c-a9d4-6c713da537f1,Robin Payne,44,Male,North Carmen,45543.41,31,5344,2024-06-07,Very Dissatisfied,In-Person,Single,4,2020-03-31
dfd3a764-48b3-4f75-a37d-e5917c195e10,Ellen Ho,53,Female,Westfurt,30584.3,1,4290,2023-07-03,Dissatisfied,Phone,Single,5,2016-12-11
66cb4f34-c511-4271-a5ba-f74f3bd029b8,Nathan Chambers,52,Female,East Samuelside,106379.61,38,4831,2024-05-17,Satisfied,Phone,Widowed,3,2015-04-11
9ca9b65a-85cf-4c35-9e4b-953ae9c1d2a1,Sandra Patterson,63,Male,Feliciaborough,108086.78,3,225,2022-12-21,Dissatisfied,Email,Divorced,0,2020-10-29
2911c64a-67c5-4821-8a5f-18259c126317,Sarah Jones,69,Male,Smithside,113871.22,49,2909,2024-03-08,Dissatisfied,Email,Widowed,3,2017-01-04
9a6f9514-f2b4-4542-a5e5-62de111c8383,Matthew Kim,54,Male,South Kaylastad,57392.49,12,4619,2024-04-15,Very Dissatisfied,In-Person,Single,4,2017-07-08
badacc56-2459-472e-9b87-d43ecc9b0808,Robert Delacruz,63,Male,West Joanne,77443.99,37,4928,2023-02-02,Very Dissatisfied,Email,Divorced,3,2015-04-19
e880ba07-8130-4ce5-bdcd-63acf74e715d,Mr. Joseph Mullins,74,Female,East Matthewbury,101527.21,22,3360,2023-08-28,Very Dissatisfied,In-Person,Single,5,2018-11-11
45c01495-99a5-4ae5-a66d-c1524ff4de83,Casey Reyes,23,Male,Port Charlesmouth,71811.65,38,3037,2023-02-07,Dissatisfied,Email,,2,2021-03-11
424ea9b7-1c9d-431f-99af-a3529103c847,Madison Tapia,75,Female,New Julie,99862.5,36,9982,2022-09-16,Very Dissatisfied,Phone,Divorced,0,2020-05-23
6b5d431f-574d-42a6-9566-18469a4bf3b1,Ashley Mcdaniel,46,Female,Priceview,99712.23,45,7309,2023-01-03,Satisfied,Phone,Widowed,3,2018-11-11
675fc31e-eaf3-40d8-a169-b3fb183eff54,Kayla Morales,40,Female,Edwardsside,32023.44,33,4047,2024-08-21,Satisfied,In-Person,Married,3,2020-08-23
11734345-d9a6-40aa-8f16-a55d97aa1b47,Shannon Andrews,26,Male,New Sherrystad,57178.2,36,8957,2023-03-21,Satisfied,In-Person,Married,4,2022-12-03
7f9a963f-3a59-4315-b258-093f0918bd24,Phillip Johnson,23,Male,New Timothy,25310.43,13,5390,2023-03-29,Dissatisfied,Email,Single,0,2018-07-13
caf48ef0-151b-475c-b85e-3e281b707741,Joanne Mitchell,58,Female,Frenchhaven,107440.35,21,5503,2024-03-21,Neutral,Email,Single,2,2019-06-03
13d07d9b-ab88-4f43-8127-d373d85f02a7,Andrew Walters,70,Male,Tammyville,99263.39,19,7539,2022-12-13,Dissatisfied,SMS,Divorced,1,2020-03-26
910aee14-9c1f-4b44-9002-5e46c33a9cb8,Brittany Graham,71,Female,Millerhaven,49230.32,11,3738,2024-03-01,Satisfied,Phone,Widowed,1,2014-10-06
8b0b0960-84c8-4d5f-a15b-592937918eac,Deborah Alvarez,59,Female,East Joseph,94808.83,16,9332,2022-11-25,Very Satisfied,Email,Widowed,0,2015-12-31
da0e6f83-6758-488a-8caa-4e25be9dabce,Matthew Glenn,69,Female,Lake John,43875.23,42,4,2023-04-04,Very Dissatisfied,SMS,Single,0,2019-12-16
9f7775b9-1b99-4c38-ae3f-638ef144f252,Joyce Smith,23,Male,West Pamela,73571.65,26,7344,2023-06-28,Very Dissatisfied,Email,Single,1,2018-10-08
debf840d-7bc5-4ac1-a94f-ac9310c9cd0f,Jeremy Castillo,23,Female,Lake Justin,54004.41,31,4519,2023-10-19,Very Satisfied,Email,Divorced,5,2016-07-19
f94a87e6-d8ea-4820-bbee-2c3dfa1e00d4,Tammy Graves,56,Female,South Jameschester,100692.37,20,8468,2024-05-15,Satisfied,In-Person,Divorced,4,2019-12-19
cae5ec2d-a073-4413-ab02-3d4cd9ce488f,Lydia Hall,69,Male,New Davidstad,65358.09,39,4929,2024-04-21,Dissatisfied,Phone,Married,5,2021-06-27
a63d9f78-f45e-45e0-9e75-4c7e87bdb3bf,Christina Wood,70,Male,New Taraburgh,103970.12,12,4111,2022-09-25,Neutral,SMS,Single,0,2015-02-08
070a6758-dc71-4b92-a95b-3eb076550f9a,James Hayden,30,Female,Nicolefurt,49919.02,5,5073,2023-05-27,Dissatisfied,SMS,Widowed,5,2016-09-01
d1e5f785-21f6-4636-8b2b-cbf004256544,Margaret Jackson,62,,South Derrickburgh,117891.9,38,3896,2023-05-21,Dissatisfied,Email,Single,5,2020-04-11
8f609d55-a5af-4e31-bbb1-6dceb0be73f7,Colton Fisher,31,Female,Doughertytown,84735.68,8,5735,2023-06-05,Very Dissatisfied,Phone,Married,4,2022-03-01
6d39a2d5-fa20-4b4b-9959-98e525fd5243,Angela Weaver,71,Male,Savannahhaven,118940.6,23,7275,2024-06-13,Satisfied,SMS,Widowed,3,2022-02-02
4d61228f-b01d-4cc6-851a-b418fe6d41cd,Kevin Mitchell,38,Male,Larryview,274653.19,4,19775,2023-11-02,Neutral,In-Person,Married,3,2017-10-27
f3b95af8-82aa-4721-82e7-e057e8efd794,Michele Dyer,29,Female,Walshton,64968.25,28,3537,2023-01-16,Very Satisfied,SMS,Single,5,2019-07-23
56079adf-5eed-493f-8ca9-e6261ccb16b1,Patrick Moore,21,Female,Port Amyberg,77416.99,7,5153,2024-03-27,Neutral,In-Person,Married,0,2016-11-12
19a05005-16c6-4e97-b19e-1ea6491d763c,Joseph Perry,75,Female,Codyland,72886.47,19,1941,2022-10-15,Dissatisfied,Email,Widowed,2,2019-01-31
f97a3b2a-9ae6-45f0-b9b4-d64f2f0f0664,Kirk Wagner,73,Male,East Jenniferport,61220.61,19,2656,2024-08-16,Neutral,Email,Single,5,2017-01-06
00eb7494-ed1c-49e5-9a98-0542b091e6db,Emily Brown,28,Female,Ramirezland,48134.52,1,3512,2023-10-23,Very Satisfied,Phone,Widowed,3,2015-11-06
fd17e2a7-761e-4686-bd9d-2091e4cc8ff3,Karina Clark,64,Male,Davidtown,117108.74,25,1975,2023-07-30,Dissatisfied,SMS,Married,0,2014-10-19
c2cb58ff-5907-462d-869c-9faeace026a5,Ryan Brown,30,Male,North Debra,89060.28,11,8535,2024-01-10,Satisfied,In-Person,Widowed,5,2015-01-16
80b63c9b-3581-4da0-ab1d-4bdb16a93c24,Mark Davis,39,Male,Mooreville,49619.14,2,9837,2023-08-15,Very Dissatisfied,Email,Single,4,2021-07-30
fe3dffe0-b466-42bc-bc07-000c65837fd7,Corey Castro,31,Male,Greeneshire,60329.85,41,925,2023-09-15,Satisfied,Phone,Widowed,0,2020-09-04
135b76be-65d8-480b-a57a-a576254a435b,Thomas Ashley,33,Male,Simmonstown,65091.86,10,6278,2022-12-21,Very Satisfied,SMS,Divorced,1,2018-08-26
50143849-d492-4328-a29f-93d740617c0b,Curtis Andrews,40,Male,New Crystal,39457.34,32,4685,2023-08-03,Neutral,SMS,Single,3,2015-07-05
d14597c1-c738-4152-8d69-9051fe797c66,Kelli Gordon,72,Male,Milesside,23521.6,14,1830,2024-06-12,Satisfied,Phone,Single,0,2021-04-18
8fb8fc04-8d76-4897-86cc-5ff42c2db787,Christine Cunningham,52,Male,Lake Dennis,22167.84,24,1256,2024-06-03,Satisfied,In-Person,Widowed,5,2017-07-10
8c17cb4a-1f92-4a3c-b40a-ebc91e5018c3,Holly Pitts,22,Female,North Sara,112251.48,3,1259,2023-03-02,Very Dissatisfied,SMS,Divorced,2,2022-11-30
b803fb20-8591-4153-bc54-0c3283760cca,Peter Short,74,Female,East Kenneth,,42,8962,2024-07-25,Very Satisfied,SMS,Widowed,1,2023-06-22
39f28b43-7cd8-45f4-bf37-27ab9e49a58f,Christopher Harrison,51,Male,Delacruzhaven,82849.67,41,7280,2023-04-08,Neutral,In-Person,Divorced,1,2016-07-01
44e78b63-8a03-49f0-8084-9ee559f6bb34,Nancy Bennett,60,Male,North Christopherhaven,66499.45,17,5613,2024-04-13,Dissatisfied,In-Person,Divorced,1,2023-08-08
89a1f369-3f1e-4c8b-ae8d-4410215278d3,Kim Lawrence,55,Male,Reedland,37734.6,1,8552,2022-10-26,Very Satisfied,In-Person,Divorced,5,2015-03-20
ca8d713a-240e-41ac-b233-c7e0e960e998,Melissa White,27,Female,Ellisside,58083.34,48,8358,2024-04-14,Very Satisfied,Phone,Widowed,1,2014-09-24
e8adebed-f62c-491b-a8ac-465037d9490d,Christina Walker,54,Male,West Williamview,64823.95,47,9140,2023-12-12,Satisfied,Email,Divorced,3,2015-08-26
c1baa7ad-1471-4c2d-ac72-8e4d99939f3a,Jesse Rios,63,Male,Brandonfort,42508.8,29,5647,2023-01-10,Satisfied,SMS,Single,4,2016-02-13
427e1e1a-38ae-45fd-8e85-398bdb0fabef,Dana Ellison,28,Male,Port Brandon,102916.36,25,1588,2024-05-31,Neutral,SMS,Married,2,2015-05-02
5673c09d-cbbc-40da-ae1a-6519933a8441,Shawn Snyder,,Male,South Michelleberg,53659.53,14,8017,2023-03-07,Satisfied,Email,Widowed,0,2019-04-10
f0ecc0b2-1155-4ad2-9de8-331b3a3b3616,Jennifer Allen,19,Female,Delgadotown,112862.44,48,755,2024-03-05,Very Dissatisfied,SMS,Married,4,2015-11-11
f62b4cfa-3e38-4487-89fc-4d08fa7bd067,Sharon Smith,57,Female,Bakerberg,53564.88,24,2783,2022-08-28,Satisfied,Email,Single,2,2019-05-22
3b5bc9e5-ed8b-465d-91c3-8fd00de46083,Brandy Salazar,66,Male,North Christopherbury,31147.43,42,4244,2023-12-08,Neutral,Phone,Married,3,2019-09-30
da202df6-3fbf-476e-9d3b-e88f37c4cb80,Jeffrey Freeman,38,Male,North Cindy,37111.89,1,2615,2023-07-14,Dissatisfied,Email,Divorced,5,2018-12-03
84654975-1ab9-4d6f-af31-12e14177eced,Melissa Johnson,48,Male,New Michael,52021.01,38,6592,2023-10-07,Very Satisfied,In-Person,Divorced,1,2021-11-03
a42d73da-0ecf-4ced-a8b0-ec954feb72a2,James Jones,44,Female,Martinezmouth,91080.93,2,600,2023-12-21,Neutral,SMS,Widowed,4,2015-08-26
f136f4ab-2603-4910-91cf-3524cb45ae66,Amanda Webb,29,Male,Richardshire,113294.97,22,478,2023-03-12,Very Satisfied,SMS,Single,1,2020-02-21
36247911-0a13-433e-9dda-d82b2ad5b844,Vanessa Gray,65,Female,Port Megan,27333.83,27,3486,2023-12-22,Very Dissatisfied,Email,Divorced,0,2015-06-24
59f11f4f-b593-4847-9517-357a82935ef9,Nichole Mosley,59,Female,Janetmouth,213244.11,5,12196,2023-07-18,Very Dissatisfied,In-Person,Single,2,2018-06-21
585ba546-75ae-4e85-8deb-823c6ff15af1,Anne Cunningham,47,Female,North Nancy,77140.04,25,4691,2024-03-27,Very Satisfied,In-Person,Single,0,2018-03-19
97290a4a-c6f0-47f5-9662-05d33912d02e,Christina Vance,20,Male,North Luke,65054.84,10,9757,2023-03-14,Neutral,In-Person,Widowed,0,2018-05-17
32ff216f-8c81-4369-b128-09f75292a2aa,Michael Curry,42,Female,,116620.42,11,6304,2024-05-29,Dissatisfied,Phone,Married,2,2023-03-29
2ee1c8eb-0bdd-4fd7-99bf-3e621219cb8c,Michael Mcbride,18,Female,West Jason,22970.8,40,918,2022-10-14,Satisfied,SMS,Widowed,0,2015-02-10
5b9911bb-cdf7-4eb6-bd96-cfb16399328e,William Hinton,18,Female,East Matthewborough,28923.13,12,4807,2023-09-10,Very Dissatisfied,SMS,Widowed,1,2017-09-07
b5c5781f-cd4e-489b-9812-6879a3fa59f8,Ashley Mosley,48,Male,Port Christopherton,87782.6,48,5829,2022-09-23,Neutral,In-Person,Divorced,4,2023-03-22
d42e69d1-f29f-40e3-9bbf-647030619ea4,Jason Murphy,32,Female,North Mindy,24679.58,19,5503,2022-12-29,Dissatisfied,In-Person,Married,4,2023-07-10
6395c76a-b5ce-4d22-9951-9a9138e8d60a,Diana Thomas,46,Male,Thompsonfurt,62163.31,34,3897,2022-09-10,Dissatisfied,SMS,Widowed,4,2015-03-13
05de1147-1731-4c22-adb5-2cb401721b90,Nathan Holmes,60,Male,Bowersbury,39886.74,23,2508,2022-12-12,Very Satisfied,Phone,Single,5,2022-10-02
e2c702f7-4c0e-46c9-a919-b93202986fb0,Nathan Owens,36,Male,West Teresahaven,28401.82,44,8704,2023-01-18,Dissatisfied,In-Person,Single,1,2019-12-18
baa730ae-144c-4a80-91de-b94434771d8c,Erika Clark,52,Male,Kathleenberg,89462.57,46,9766,2024-04-18,Neutral,SMS,Married,1,2017-06-04
5661e017-99fc-4945-9149-057b7fb5c5bb,Christina Cohen,26,Female,South Tyler,107815.53,42,21,2023-12-05,Neutral,In-Person,Single,2,2016-12-10
00af5b47-f11f-4b2c-90d2-fa6bbffcca15,Elizabeth Watson,19,Male,Fosterland,67519.33,10,998,2024-05-09,Satisfied,SMS,Divorced,1,2017-04-30
2d8cffd0-d763-46f1-8061-28a487426c20,Richard Alvarado,69,Male,Port Jessica,48323.61,4,9860,2022-12-17,Neutral,In-Person,Widowed,0,2017-11-04
20cffd32-1968-47b6-9b63-3dc16a6781ab,Anne Dunn,43,Female,West Crystal,73050.64,46,7085,2024-07-27,Neutral,SMS,,,2015-06-21
533d63a7-b798-4bc4-bc86-40ddc4a3d119,Christina Doyle,54,Female,South Michael,110482.68,37,674,2023-11-09,Very Satisfied,In-Person,Divorced,0,2015-09-15
1f8408e8-9340-441e-b473-304332fc42b7,Samantha Rodriguez,73,Female,Randallshire,85230.55,3,7986,2024-02-23,Neutral,SMS,Single,3,2020-05-12
d32e3470-ca2c-4e09-ab9f-c25c492626f6,Melissa Reyes,18,Female,New Chloe,113443.74,24,3403,2023-02-26,Very Satisfied,In-Person,,3,2017-04-20
b1e368a6-ddf4-489c-acb5-7948bb08649b,Dawn Davis,59,Male,Hansonmouth,100712.37,44,4059,2024-05-29,Very Dissatisfied,Email,Married,1,2018-09-24
e95129f1-2108-400b-af7b-a3b3d7f366f1,Kerry Li,24,Female,New Nina,60929.52,46,2321,2023-11-03,Satisfied,SMS,Widowed,2,2019-02-19
25e957c4-1471-4e53-975d-60c6a203c603,Rebecca Durham,75,Female,South Martha,54116.67,17,9137,2024-04-01,Dissatisfied,Email,Widowed,4,2016-03-06
ffcffa8a-e955-4b17-a657-02ed21df3c0b,Christopher Pugh,28,Female,Derrickfurt,115375.67,9,5877,2024-03-11,Neutral,In-Person,Married,4,2015-01-06
e344f251-3a5a-4c8a-b755-ebcc34cd2076,Mark Gomez,57,Male,South Charlesbury,22484.27,6,8631,2023-10-12,Very Dissatisfied,In-Person,Divorced,0,2017-03-16
e0d00370-808f-4a13-8c7f-bf7b6c8f2ffd,John Raymond,29,Female,Johnsonfort,90333.36,24,6365,2022-10-04,Very Satisfied,SMS,Married,0,2021-02-19
0e53de00-a8e1-4c59-b0a2-25cf5b21159a,Molly Hoover,32,Male,Jonathanfort,109773.69,48,3817,2024-05-19,Dissatisfied,Email,Widowed,0,2020-01-13
decb94ba-a8a7-4230-bad4-eecb12d56a89,Steven Nichols,73,Male,Gomezton,35899.74,44,6581,2023-02-17,Very Satisfied,SMS,Widowed,2,2022-11-21
2ba3c022-f802-4bce-bc3d-3e21a5cad11a,Miranda Davis,67,Female,North Maryhaven,63051.67,22,1766,2024-01-15,Very Dissatisfied,SMS,Widowed,3,2023-02-27
13289688-0b30-4726-8a42-5285bd3a87ad,Claudia White,71,Male,Kellybury,91815.54,45,9717,2022-10-19,Very Satisfied,SMS,Married,3,2014-11-03
bd67cde5-884e-431c-baff-091f51feae31,Bryan Bryant,63,Female,South Anthonychester,22082.19,47,4636,2022-08-27,Very Dissatisfied,In-Person,Single,1,2023-06-30
a0ac8951-862a-492c-8836-6edb6bff8768,Robert Parsons Jr.,61,Female,Valeriestad,49573.9,47,9100,2023-11-19,Very Dissatisfied,In-Person,Married,1,2022-01-25
5ac4a363-7a36-469a-9e24-51d6f9d48f4f,Tyler Jimenez,73,Male,Lake Michelle,82695.14,26,5572,2024-08-14,Very Dissatisfied,SMS,Widowed,3,2017-07-25
87e6962f-2c66-4e3e-9370-c83c43d6f1fa,Jody Michael,24,Female,West Danielmouth,41835.94,10,159,2023-05-29,Very Satisfied,SMS,Divorced,1,2022-11-12
f5c3b71e-f39c-44b2-abb5-283059d0458a,Diana Ortiz,75,Male,Philipton,74438.96,44,7248,2024-08-23,Very Dissatisfied,Email,Divorced,0,2022-02-27
dad72fae-63ac-4525-ba5d-e5e6c91f56a1,Dr. Robert Harmon,50,Female,South Rachelmouth,48651.46,25,5585,2023-09-15,Dissatisfied,SMS,Single,5,2021-05-03
ee15b19b-858e-4d2e-8680-a556ae76f5dc,Steven Harrington,18,Female,West Christopherport,54662.54,22,874,2023-03-07,Dissatisfied,Phone,Widowed,3,2021-02-12
44894906-e208-4408-9933-130dcca78c4b,Jesse Aguilar,38,Male,North Jenniferchester,93550.27,10,7613,2023-03-13,Very Satisfied,In-Person,Married,1,2020-11-05
40386052-797b-44e8-a654-b581c969c5b8,Cynthia Myers,55,Female,West Audreyville,25317.73,25,5610,2023-02-14,Neutral,Email,Divorced,1,2015-11-30
af6663f2-9818-4535-8d98-6eca9a0ca969,Lisa Stevenson,36,Male,Schmidtmouth,44570.94,21,2050,2024-04-06,Very Satisfied,In-Person,Widowed,2,2021-07-28
325cc575-3d7d-4c01-85d7-fe9323dcc33a,Amanda Reyes,25,Female,Shannonfort,52643.91,45,6966,2023-07-03,Dissatisfied,Email,Single,3,2023-02-28
b4b26ded-f95c-4342-b1eb-3d6917bdae63,James Martinez,27,Male,Mooreland,45107.3,5,5733,2024-07-26,Satisfied,Email,Widowed,4,2015-01-25
2e86a55d-7eed-49a5-9306-c75b0e86aaa7,Steven Allen,30,Male,West Tiffany,102763.14,40,5344,2023-04-21,Satisfied,Phone,Married,3,2022-12-12
c2361adb-f863-427a-aebe-6f8199581ba7,Shawn Serrano,46,,Port Kathleenfurt,119994.23,47,5313,2023-12-06,Very Satisfied,SMS,Widowed,1,2023-06-17
4d51b5dc-2676-471e-913e-2899bf052ea9,Kathleen Whitehead,66,Female,Millerhaven,22739.34,41,5198,2022-10-04,Satisfied,SMS,Widowed,5,2021-06-21
085b1fe6-2cb5-48a0-b5f0-8a80aaa01a1a,Lauren Miller,43,Female,North Jerrychester,33699.83,16,3905,2023-11-26,Satisfied,Email,Widowed,4,2020-09-27
